date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:06:01	729/729	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Apr%202017%2014:37:51%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/img/icons.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/img/icons.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/swipebox.css)
15:06:02	116/116	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Apr%202017%2014:37:46%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/owl-carousel/grabbing.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/owl-carousel/grabbing.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/owl-carousel/owl.carousel.css)
15:06:02	1517/1517	---M--	200	added ('OK')	image/gif	date:Thu,%2006%20Apr%202017%2014:37:46%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/owl-carousel/AjaxLoader.gif	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/owl-carousel/AjaxLoader.gif	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/owl-carousel/owl.theme.css)
15:06:05	1564/1564	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Apr%202017%2014:37:56%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/icons/gentlemens.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/icons/gentlemens.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/page.html)
15:06:06	1325/1325	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Apr%202017%2014:37:57%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/icons/ladies.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/icons/ladies.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/page.html)
15:06:07	1785/1785	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Apr%202017%2014:37:32%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/gifts-logo1.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/gifts-logo1.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/page.html)
15:06:08	6734/6734	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Apr%202017%2014:37:33%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/gifts-logo2.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/gifts-logo2.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/page.html)
15:06:08	2767/2767	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Apr%202017%2014:37:33%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/gifts-logo3.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/gifts-logo3.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/page.html)
15:06:09	1758/1758	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Apr%202017%2014:37:34%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/gifts-logo4.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/gifts-logo4.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/page.html)
15:06:10	2165/2165	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202017%2014:37:43%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/js/map.js	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/js/map.js	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/page.html)
15:06:12	15721/15721	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202017%2014:38:10%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/thumbs/4.jpg	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/thumbs/4.jpg	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/blog.html)
15:06:13	13090/13090	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Apr%202017%2014:37:24%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/plyr.css	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/plyr.css	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/layout.html)
15:06:13	1110/1110	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Apr%202017%2014:37:55%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/icons/dress.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/icons/dress.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/layout.html)
15:06:14	1747/1747	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Apr%202017%2014:37:57%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/icons/groom.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/icons/groom.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/layout.html)
15:06:16	1828/1828	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Apr%202017%2014:37:55%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/icons/bride.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/icons/bride.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/layout.html)
15:06:16	249103/249103	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202017%2014:37:37%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/wedding-location.jpg	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/wedding-location.jpg	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/page.html)
15:06:16	51524/51524	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202017%2014:38:17%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/thumbs/8.jpg	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/thumbs/8.jpg	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/photos.html)
15:06:16	1590/1590	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Apr%202017%2014:37:58%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/icons/ring.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/icons/ring.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/layout.html)
15:06:19	32076/32076	---M--	200	added ('OK')	text/css	date:Wed,%2004%20Apr%202018%2012:00:12%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/jquery-ui.min.css	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/jquery-ui.min.css	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/rsvp.html)
15:06:20	2267/2267	---M--	200	added ('OK')	text/css	date:Wed,%2004%20Apr%202018%2012:00:12%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/wedding.datepicker.css	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/wedding.datepicker.css	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/rsvp.html)
15:06:22	2545/2545	---M--	200	added ('OK')	image/gif	date:Thu,%2006%20Apr%202017%2014:37:34%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/loader.gif	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/loader.gif	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/rsvp.html)
15:06:22	42196/42196	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202017%2014:37:44%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/js/plyr.js	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/js/plyr.js	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/layout.html)
15:06:24	988/988	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202017%2014:37:39%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/js/email.js	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/js/email.js	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/rsvp.html)
15:06:29	40182/40182	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202017%2014:37:43%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/js/jquery.validate.min.js	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/js/jquery.validate.min.js	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/rsvp.html)
15:06:45	898300/898300	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Thu,%2006%20Apr%202017%2014:38:02%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/slider/1.jpg	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/slider/1.jpg	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/index.html)
15:07:01	253669/253669	---M--	200	added ('OK')	application/javascript	date:Wed,%2004%20Apr%202018%2012:00:28%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/js/jquery-ui.min.js	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/js/jquery-ui.min.js	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/rsvp.html)
15:07:06	533882/533882	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Thu,%2006%20Apr%202017%2014:38:02%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/slider/2.jpg	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/slider/2.jpg	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/index.html)
15:07:07	751/751	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Apr%202017%2014:38:05%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/social/instagram.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/social/instagram.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/blog-single.html)
15:07:17	536991/536991	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Thu,%2006%20Apr%202017%2014:38:04%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/slider/3.jpg	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/slider/3.jpg	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/index.html)
15:08:01	653046/653046	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202017%2014:37:36%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/page-photo.jpg	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/images/page-photo.jpg	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/blog-single.html)
15:09:16	7006/7006	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Apr%202018%2011:48:35%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/images/ui-icons_444444_256x240.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/images/ui-icons_444444_256x240.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/jquery-ui.min.css)
15:09:17	7074/7074	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Apr%202018%2011:48:36%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/images/ui-icons_555555_256x240.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/images/ui-icons_555555_256x240.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/jquery-ui.min.css)
15:09:18	6299/6299	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Apr%202018%2011:48:38%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/images/ui-icons_ffffff_256x240.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/images/ui-icons_ffffff_256x240.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/jquery-ui.min.css)
15:09:18	4676/4676	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Apr%202018%2011:48:36%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/images/ui-icons_777620_256x240.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/images/ui-icons_777620_256x240.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/jquery-ui.min.css)
15:09:19	4632/4632	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Apr%202018%2011:48:37%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/images/ui-icons_cc0000_256x240.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/images/ui-icons_cc0000_256x240.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/jquery-ui.min.css)
15:09:20	7013/7013	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Apr%202018%2011:48:37%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/images/ui-icons_777777_256x240.png	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/images/ui-icons_777777_256x240.png	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/css/jquery-ui.min.css)
15:09:23	2989735/2989735	UR-M--	200	added ('Partial%20Content')	video/mp4	date:Thu,%2006%20Apr%202017%2014:37:54%20GMT	http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/videos/demovideo.mp4	C:/wamp64/www/Yash/paid%20template/theme/themes.sindevo.com/the-wedding-date/the-wedding-date-01/videos/demovideo.mp4	(from http://themes.sindevo.com/the-wedding-date/the-wedding-date-01/layout.html)
